,APPLICATION_TYPE,AFFILIATION,CLASSIFICATION,USE_CASE,ORGANIZATION,INCOME_AMT,SPECIAL_CONSIDERATIONS,ASK_AMT,IS_SUCCESSFUL
26777,T3,Independent,C1000,Preservation,Trust,25000-99999,N,27270,1
26778,T3,Independent,C2000,Preservation,Trust,100000-499999,N,60170,1
26779,T19,CompanySponsored,C1000,Preservation,Association,0,N,5000,0
26780,T19,CompanySponsored,C1000,ProductDev,Association,0,N,5000,0
26781,T3,Regional,C1000,Preservation,Trust,0,N,5000,1
26782,T3,Independent,C1000,Preservation,Trust,1M-5M,N,3694432,0
26783,T19,CompanySponsored,C1000,Preservation,Association,0,N,5000,0
26784,T19,CompanySponsored,C1000,Preservation,Association,0,N,5000,0
26785,T19,CompanySponsored,C1000,Preservation,Association,0,N,5000,0
26786,T19,CompanySponsored,C1000,Preservation,Association,0,N,5000,0
26787,T19,CompanySponsored,C1000,Preservation,Association,0,N,5000,0
26788,T19,CompanySponsored,C1000,Preservation,Association,0,N,5000,0
26789,T19,CompanySponsored,C1000,Preservation,Association,0,N,5000,1
26790,T19,CompanySponsored,C1000,Preservation,Association,0,N,5000,0
26791,T3,CompanySponsored,C1200,Preservation,Trust,0,N,5000,1
26792,T19,CompanySponsored,C1000,Preservation,Association,0,N,5000,0
26793,T19,CompanySponsored,C1000,Preservation,Association,0,N,5000,0
26794,T19,CompanySponsored,C1000,Preservation,Association,0,N,5000,0
26795,T19,CompanySponsored,C1000,Preservation,Association,0,N,5000,0
26796,T19,CompanySponsored,C1000,Preservation,Association,0,N,5000,0
26797,T19,CompanySponsored,C1000,Preservation,Association,0,N,5000,0
26798,T19,CompanySponsored,C1000,Preservation,Association,0,N,5000,0
26799,T3,Independent,C2000,Preservation,Trust,1M-5M,N,1726381,0
26800,T19,CompanySponsored,C1000,Preservation,Association,0,N,5000,0
26801,T4,Independent,C1000,ProductDev,Association,25000-99999,N,57456,0
26802,T19,CompanySponsored,C1000,Preservation,Association,0,N,5000,0
26803,T3,Independent,C2000,Preservation,Trust,0,N,5000,0
26804,T19,CompanySponsored,C1000,Preservation,Association,0,N,5000,0
26805,T3,Independent,C2000,Preservation,Trust,25000-99999,N,846587,1
26806,T4,CompanySponsored,C3000,ProductDev,Trust,100000-499999,N,240780,0
26807,T3,CompanySponsored,C1000,Preservation,Trust,0,N,5000,0
26808,T4,Independent,C1000,ProductDev,Association,0,N,5000,1
26809,T4,CompanySponsored,C3000,Preservation,Association,0,N,5000,0
26810,T3,Independent,C1000,Preservation,Trust,1M-5M,N,2588193,1
26811,T3,CompanySponsored,C1000,Preservation,Trust,100000-499999,N,105195,1
26812,T3,Independent,C2000,Preservation,Trust,0,N,5000,1
26813,T3,CompanySponsored,C2000,Preservation,Association,0,N,5000,0
26814,T3,Independent,C1000,Preservation,Trust,0,N,5000,1
26815,T3,CompanySponsored,C2000,Preservation,Association,0,N,5000,0
26816,T3,National,C1000,Preservation,Association,1-9999,N,29693,0
26817,T3,Independent,C2000,Preservation,Trust,0,N,5000,0
26818,T12,Independent,C1000,ProductDev,Trust,100000-499999,N,411664,1
26819,T3,CompanySponsored,C1000,Preservation,Trust,0,N,5000,0
26820,T3,CompanySponsored,C1000,Preservation,Association,0,N,5000,0
26821,T3,Independent,C1000,Preservation,Trust,100000-499999,N,1566513,1
26822,T3,CompanySponsored,C1000,Preservation,Trust,0,N,5000,1
26823,T3,Independent,C2000,Preservation,Association,0,N,5000,0
26824,T6,Independent,C1000,ProductDev,Trust,0,N,5000,1
26825,T3,Independent,C1000,Preservation,Co-operative,100000-499999,N,761423,1
26826,T6,Independent,C2000,ProductDev,Trust,100000-499999,N,238131,0
26827,T4,CompanySponsored,C3000,Preservation,Association,0,N,5000,0
26828,T19,Independent,C1000,Preservation,Trust,0,N,5000,1
26829,T3,Independent,C2000,Preservation,Association,0,N,5000,0
26830,T3,Independent,C2000,Preservation,Trust,0,N,5000,1
26831,T7,Independent,C1000,ProductDev,Association,0,N,5000,1
26832,T3,Independent,C1200,Preservation,Trust,0,N,5000,1
26833,T3,CompanySponsored,C1200,Preservation,Trust,100000-499999,N,166573,0
26834,T3,Independent,C2800,Preservation,Trust,0,N,5000,1
26835,T6,Independent,C1000,ProductDev,Trust,25000-99999,N,1208091,1
26836,T6,Independent,C1000,ProductDev,Trust,0,N,5000,1
26837,T3,CompanySponsored,C1000,Preservation,Association,0,N,5000,0
26838,T8,CompanySponsored,C1000,Preservation,Association,0,N,5000,1
26839,T3,Independent,C4000,Preservation,Trust,1-9999,N,195041,1
26840,T3,Independent,C1000,Preservation,Trust,100000-499999,N,545649,1
26841,T4,Independent,C3000,ProductDev,Association,0,N,5000,1
26842,T3,Independent,C1000,Preservation,Trust,100000-499999,N,3045352,0
26843,T3,Independent,C7000,Preservation,Trust,25000-99999,N,119903,1
26844,T4,Independent,C3000,ProductDev,Trust,1-9999,N,21053,1
26845,T3,Independent,C1200,Preservation,Trust,100000-499999,N,82973,1
26846,T3,Independent,C1000,Preservation,Trust,25000-99999,N,57957,1
26847,T4,Independent,C3000,ProductDev,Association,0,N,5000,0
26848,T3,Independent,C1200,Preservation,Trust,10000-24999,N,166942,1
26849,T3,Independent,C1700,Preservation,Trust,0,N,5000,1
26850,T3,Independent,C1000,Preservation,Trust,25000-99999,N,10291,1
26851,T3,Independent,C1000,Preservation,Trust,25000-99999,N,626260,1
26852,T3,CompanySponsored,C2000,Preservation,Association,0,N,5000,0
26853,T3,CompanySponsored,C2000,Preservation,Trust,0,N,5000,0
26854,T3,Independent,C7000,Preservation,Trust,0,N,5000,1
26855,T8,CompanySponsored,C1000,Preservation,Association,0,N,5000,1
26856,T3,CompanySponsored,C1000,Preservation,Trust,0,N,5000,0
26857,T3,Independent,C1000,Preservation,Trust,25000-99999,N,7798,1
26858,T3,CompanySponsored,C1000,Preservation,Trust,0,N,5000,1
26859,T6,CompanySponsored,C2000,ProductDev,Association,0,N,5000,1
26860,T3,Independent,C1000,Preservation,Trust,0,N,5000,1
26861,T7,Independent,C1000,ProductDev,Trust,0,N,5000,1
26862,T3,CompanySponsored,C2000,Preservation,Trust,0,N,5000,1
26863,T3,Independent,C1000,Preservation,Trust,0,N,5000,0
26864,T3,CompanySponsored,C2300,Preservation,Association,0,N,5000,0
26865,T3,Independent,C2000,Preservation,Trust,0,N,5000,0
26866,T3,Independent,C4000,Preservation,Trust,0,N,5000,1
26867,T3,Independent,C1200,Preservation,Trust,0,N,5000,1
26868,T3,Independent,C1000,Preservation,Trust,25000-99999,N,20498,0
26869,T3,Independent,C1000,Preservation,Trust,25000-99999,N,235090,0
26870,T3,Independent,C1000,Preservation,Trust,25000-99999,N,234643,0
26871,T4,Independent,C3000,ProductDev,Association,0,N,5000,1
26872,T3,CompanySponsored,C2000,Preservation,Trust,0,N,5000,1
26873,T6,CompanySponsored,C2000,ProductDev,Trust,25000-99999,N,103970,1
26874,T3,CompanySponsored,C1000,Preservation,Association,0,N,5000,1
26875,T3,Independent,C1200,Preservation,Trust,0,N,5000,0
26876,T4,CompanySponsored,C2000,ProductDev,Association,0,N,5000,1
26877,T3,Independent,C1000,Preservation,Trust,100000-499999,N,158368,1
26878,T3,Independent,C2000,Preservation,Trust,0,N,5000,1
26879,T3,Independent,C2000,Preservation,Trust,0,N,5000,1
26880,T3,Independent,C2100,Preservation,Trust,100000-499999,N,106814,0
26881,T6,Independent,C3000,ProductDev,Trust,100000-499999,N,86968,1
26882,T3,Independent,C1000,Preservation,Trust,0,N,5000,0
26883,T3,CompanySponsored,C1000,Preservation,Trust,25000-99999,N,49025,1
26884,T4,Independent,C3000,ProductDev,Trust,25000-99999,N,5505145,1
26885,T3,Independent,C1200,Preservation,Trust,100000-499999,N,18272,1
26886,T3,CompanySponsored,C7000,Preservation,Trust,0,N,5000,1
26887,T6,Independent,C2000,ProductDev,Association,0,N,5000,0
26888,T3,CompanySponsored,C2000,Preservation,Trust,0,N,5000,0
26889,T3,Independent,C1200,Preservation,Trust,100000-499999,N,256888,1
26890,T3,Independent,C1000,Preservation,Trust,0,N,5000,0
26891,T3,CompanySponsored,C2000,Preservation,Association,25000-99999,N,28290,0
26892,T3,CompanySponsored,C1000,Preservation,Trust,0,N,5000,0
26893,T3,CompanySponsored,C1000,Preservation,Trust,0,N,5000,0
26894,T3,CompanySponsored,C1000,Preservation,Association,0,N,5000,0
26895,T3,CompanySponsored,C1000,Preservation,Trust,0,N,5000,0
26896,T3,CompanySponsored,C1000,Preservation,Trust,25000-99999,N,24160,1
26897,T3,CompanySponsored,C1000,Preservation,Trust,25000-99999,N,8979,0
26898,T3,CompanySponsored,C1000,Preservation,Association,0,N,5000,1
26899,T3,Independent,C1000,Preservation,Trust,100000-499999,N,28724,1
26900,T3,Independent,C1200,Preservation,Trust,0,N,5000,1
26901,T3,CompanySponsored,C1000,Preservation,Association,0,N,5000,0
26902,T3,Independent,C1000,Preservation,Trust,0,N,5000,1
26903,T3,CompanySponsored,C2000,Preservation,Trust,0,N,5000,0
26904,T3,Independent,C1000,Preservation,Trust,25000-99999,N,285110,1
26905,T3,Independent,C1000,Preservation,Trust,100000-499999,N,102158,1
26906,T4,Independent,C1000,ProductDev,Trust,0,N,5000,1
26907,T4,CompanySponsored,C1000,ProductDev,Trust,0,N,5000,1
26908,T3,Independent,C1200,Preservation,Trust,0,N,5000,1
26909,T4,National,C1000,ProductDev,Trust,0,N,5000,1
26910,T3,Independent,C2000,Preservation,Trust,0,N,5000,1
26911,T4,CompanySponsored,C3000,ProductDev,Association,0,N,5000,0
26912,T3,CompanySponsored,C1200,CommunityServ,Trust,0,N,5000,0
26913,T3,CompanySponsored,C1200,Preservation,Association,0,N,5000,1
26914,T3,Independent,C1000,Preservation,Association,0,N,5000,0
26915,T5,Independent,C3000,ProductDev,Association,0,N,5000,0
26916,T3,Independent,C2000,Preservation,Association,0,N,5000,1
26917,T3,Independent,C1200,Preservation,Trust,1-9999,N,5000,1
26918,T3,CompanySponsored,C2100,Preservation,Association,0,N,5000,0
26919,T3,Independent,C1000,Preservation,Trust,0,N,5000,0
26920,T6,Independent,C1000,ProductDev,Association,1-9999,N,5000,1
26921,T3,Independent,C1000,Preservation,Trust,0,N,5000,0
26922,T3,CompanySponsored,C1000,Preservation,Trust,0,N,5000,1
26923,T7,Independent,C1000,ProductDev,Association,0,N,5000,1
26924,T3,Independent,C1000,Preservation,Trust,0,N,5000,0
26925,T19,CompanySponsored,C1000,ProductDev,Association,0,N,5000,0
26926,T3,Independent,C1000,Preservation,Trust,0,N,5000,1
26927,T8,Independent,C1000,Preservation,Association,0,N,5000,1
26928,T3,Independent,C1000,Preservation,Trust,100000-499999,N,14405,1
26929,T3,Independent,C1000,Preservation,Trust,0,N,5000,1
26930,T3,CompanySponsored,C1200,Preservation,Association,0,N,5000,0
26931,T3,Independent,C2100,Preservation,Trust,0,N,5000,0
26932,T12,Independent,C1000,ProductDev,Trust,25000-99999,N,49121,1
26933,T3,Independent,C1000,Preservation,Trust,0,N,5000,1
26934,T3,Independent,C1200,Preservation,Trust,0,N,5000,1
26935,T3,Independent,C1700,Preservation,Trust,0,N,5000,1
26936,T3,Independent,C1000,Preservation,Trust,0,N,5000,1
26937,T3,CompanySponsored,C1000,Preservation,Association,0,N,5000,0
26938,T19,CompanySponsored,C1000,ProductDev,Association,0,N,5000,0
26939,T4,CompanySponsored,C2000,ProductDev,Association,0,N,5000,1
26940,T8,CompanySponsored,C1000,ProductDev,Association,0,N,5000,0
26941,T8,CompanySponsored,C1000,ProductDev,Association,0,N,5000,0
26942,T3,Independent,C1000,Preservation,Trust,0,N,5000,1
26943,T19,CompanySponsored,C1000,ProductDev,Association,0,N,5000,0
26944,T3,Independent,C1000,Preservation,Trust,100000-499999,N,16908,1
26945,T3,Independent,C2000,Preservation,Co-operative,100000-499999,N,430184,1
26946,T3,Independent,C1000,Preservation,Trust,5M-10M,N,6414867,1
26947,T3,Independent,C7000,Preservation,Trust,0,N,5000,1
26948,T4,CompanySponsored,C3000,ProductDev,Association,0,N,5000,0
26949,T3,Independent,C1000,Preservation,Trust,0,N,5000,1
26950,T3,Independent,C1000,Preservation,Trust,0,N,5000,1
26951,T3,Independent,C1000,Preservation,Trust,100000-499999,N,107326,1
26952,T3,CompanySponsored,C2000,Preservation,Trust,0,N,5000,0
26953,T3,Independent,C1000,Preservation,Trust,0,N,5000,1
26954,T3,Independent,C1000,Preservation,Trust,0,N,5000,1
26955,T6,CompanySponsored,C2000,ProductDev,Trust,0,N,5000,1
26956,T3,CompanySponsored,C2000,Preservation,Trust,0,N,5000,1
26957,T3,Independent,C1000,Preservation,Trust,1-9999,N,18706,1
26958,T3,Independent,C1000,Heathcare,Trust,5M-10M,N,1934950,1
26959,T3,Independent,C3000,Preservation,Trust,0,N,5000,0
26960,T3,CompanySponsored,C2000,Preservation,Trust,0,N,5000,1
26961,T3,CompanySponsored,C2000,Preservation,Trust,0,N,5000,1
26962,T5,CompanySponsored,C3000,ProductDev,Association,0,N,5000,1
26963,T3,Independent,C1000,Preservation,Trust,100000-499999,N,2155734,1
26964,T3,Independent,C6000,Preservation,Trust,0,N,5000,1
26965,T3,Independent,C1000,Preservation,Trust,25000-99999,N,106453,0
26966,T3,Independent,C1000,Preservation,Trust,0,N,5000,1
26967,T3,Independent,C1000,Preservation,Trust,25000-99999,N,164857,1
26968,T3,Independent,C2000,Preservation,Trust,1M-5M,N,625890,0
26969,T5,Independent,C1000,ProductDev,Trust,0,N,5000,1
26970,T3,Independent,C2000,Preservation,Trust,100000-499999,N,5000,1
26971,T3,Independent,C7120,Preservation,Trust,0,N,5000,1
26972,T3,Independent,C1000,Preservation,Trust,25000-99999,N,70893,0
26973,T3,CompanySponsored,C2000,Preservation,Association,0,N,5000,1
26974,T6,Independent,C1000,ProductDev,Trust,0,N,5000,1
26975,T3,CompanySponsored,C1000,Preservation,Trust,0,N,5000,1
26976,T3,CompanySponsored,C2000,Preservation,Association,0,N,5000,1
26977,T3,Independent,C1200,Preservation,Trust,100000-499999,N,5000,1
26978,T7,CompanySponsored,C1000,ProductDev,Trust,0,N,5000,1
26979,T3,Independent,C1200,Preservation,Trust,0,N,5000,1
26980,T4,CompanySponsored,C3000,Preservation,Association,0,N,5000,0
26981,T3,Independent,C2000,Preservation,Trust,100000-499999,N,52562,1
26982,T5,Independent,C3000,ProductDev,Trust,0,N,5000,0
26983,T3,CompanySponsored,C2000,Preservation,Trust,0,N,5000,0
26984,T3,CompanySponsored,C2000,Preservation,Association,0,N,5000,1
26985,T3,Independent,C1000,Preservation,Corporation,100000-499999,N,10620,0
26986,T3,Independent,C1000,Preservation,Trust,0,N,5000,1
26987,T3,CompanySponsored,C1000,Preservation,Association,0,N,5000,1
26988,T3,CompanySponsored,C1000,Preservation,Association,0,N,5000,1
26989,T3,Independent,C1000,Preservation,Trust,100000-499999,N,2270848,1
26990,T4,Independent,C1000,ProductDev,Association,10000-24999,N,8591,1
26991,T3,Independent,C1000,Preservation,Trust,0,N,5000,1
26992,T3,Independent,C1000,Preservation,Trust,0,N,5000,1
26993,T3,Independent,C2000,Preservation,Trust,0,N,5000,1
26994,T3,CompanySponsored,C1000,Preservation,Trust,0,N,5000,0
26995,T3,Independent,C1000,Preservation,Trust,100000-499999,N,57237,1
26996,T3,Independent,C1200,Preservation,Trust,0,N,5000,0
26997,T3,Independent,C1000,Preservation,Trust,0,N,5000,0
26998,T3,Independent,C2000,Preservation,Trust,0,N,5000,1
26999,T3,Independent,C2000,Preservation,Association,0,N,5000,0
27000,T5,CompanySponsored,C3000,ProductDev,Association,0,N,5000,0
27001,T3,CompanySponsored,C2000,ProductDev,Association,0,N,5000,0
27002,T3,CompanySponsored,C2000,Preservation,Association,0,N,5000,0
27003,T4,CompanySponsored,C1000,ProductDev,Association,0,N,5000,0
27004,T3,Independent,C2000,Preservation,Trust,0,N,5000,1
27005,T3,CompanySponsored,C2000,Preservation,Association,0,N,5000,0
27006,T3,Independent,C1200,Preservation,Trust,0,N,5000,1
27007,T3,CompanySponsored,C2000,Preservation,Trust,0,N,5000,0
27008,T19,CompanySponsored,C1000,Preservation,Association,0,N,5000,0
27009,T3,Independent,C1000,Preservation,Trust,0,N,5000,1
27010,T3,CompanySponsored,C1200,Preservation,Association,0,N,5000,0
27011,T3,CompanySponsored,C2000,Preservation,Trust,0,N,5000,0
27012,T3,CompanySponsored,C2000,Preservation,Trust,0,N,5000,0
27013,T8,CompanySponsored,C1000,ProductDev,Association,0,N,5000,0
27014,T3,Independent,C1200,Preservation,Trust,0,N,5000,1
27015,T8,CompanySponsored,C1000,ProductDev,Association,0,N,5000,0
27016,T3,CompanySponsored,C1000,Preservation,Association,0,N,5000,1
27017,T19,CompanySponsored,C1000,ProductDev,Association,0,N,5000,0
27018,T19,CompanySponsored,C1000,ProductDev,Association,0,N,5000,0
27019,T3,Independent,C2000,Preservation,Trust,25000-99999,N,25951,0
27020,T8,CompanySponsored,C1000,ProductDev,Association,0,N,5000,0
27021,T3,CompanySponsored,C2100,Preservation,Trust,0,N,5000,0
27022,T4,CompanySponsored,C2000,ProductDev,Association,0,N,5000,1
27023,T8,CompanySponsored,C1000,ProductDev,Association,0,N,5000,0
27024,T19,CompanySponsored,C1000,ProductDev,Association,0,N,5000,0
27025,T4,CompanySponsored,C1000,ProductDev,Association,0,N,5000,0
27026,T3,Independent,C1000,Preservation,Trust,0,N,5000,1
27027,T4,CompanySponsored,C2000,ProductDev,Association,0,N,5000,1
27028,T19,CompanySponsored,C1000,ProductDev,Association,0,N,5000,0
27029,T4,CompanySponsored,C2000,ProductDev,Association,0,N,5000,1
27030,T4,CompanySponsored,C1000,ProductDev,Association,0,N,5000,0
27031,T4,CompanySponsored,C1000,ProductDev,Association,0,N,5000,0
27032,T4,Independent,C3000,ProductDev,Trust,0,N,5000,1
27033,T3,Independent,C1000,Preservation,Trust,0,N,5000,1
27034,T3,Independent,C1200,Preservation,Trust,1-9999,N,5987,0
27035,T3,Independent,C1000,Preservation,Trust,0,N,5000,0
27036,T19,CompanySponsored,C1000,ProductDev,Association,0,N,5000,1
27037,T3,CompanySponsored,C1000,Preservation,Trust,25000-99999,N,14121,0
27038,T3,CompanySponsored,C2000,Preservation,Association,0,N,5000,1
27039,T19,CompanySponsored,C1000,ProductDev,Association,0,N,5000,0
27040,T19,CompanySponsored,C1000,ProductDev,Association,0,N,5000,0
27041,T8,CompanySponsored,C1000,ProductDev,Association,0,N,5000,0
27042,T19,CompanySponsored,C1000,ProductDev,Association,0,N,5000,0
27043,T6,CompanySponsored,C2000,ProductDev,Association,0,N,5000,1
27044,T3,CompanySponsored,C2000,Preservation,Trust,0,N,5000,0
27045,T3,Independent,C1000,Preservation,Trust,0,N,5000,1
27046,T3,CompanySponsored,C1000,Preservation,Association,0,N,5000,0
27047,T3,CompanySponsored,C1200,Preservation,Trust,0,N,5000,0
27048,T3,Independent,C1000,Preservation,Trust,25000-99999,N,426788,1
27049,T8,CompanySponsored,C1000,ProductDev,Association,0,N,5000,0
27050,T8,CompanySponsored,C1000,ProductDev,Association,0,N,5000,0
27051,T3,Independent,C2000,Preservation,Trust,1-9999,N,5000,1
27052,T19,CompanySponsored,C1000,ProductDev,Association,0,N,5000,0
27053,T3,CompanySponsored,C1200,Preservation,Trust,25000-99999,N,18517,0
27054,T8,CompanySponsored,C1000,ProductDev,Association,0,N,5000,0
27055,T19,CompanySponsored,C1000,ProductDev,Association,0,N,5000,0
27056,T19,CompanySponsored,C1000,Preservation,Association,0,N,5000,0
27057,T3,Independent,C1000,Preservation,Association,0,N,5000,0
27058,T3,Independent,C2100,Preservation,Trust,0,N,5000,1
27059,T3,Independent,C1000,Preservation,Trust,25000-99999,N,64250,1
27060,T3,Independent,C1000,Preservation,Trust,100000-499999,N,17690,1
27061,T3,Independent,C1200,Preservation,Trust,0,N,5000,0
27062,T3,Independent,C1200,Preservation,Trust,0,N,5000,1
27063,T3,Independent,C7120,Preservation,Trust,0,N,5000,0
27064,T6,CompanySponsored,C2000,ProductDev,Association,10000-24999,N,22049,0
27065,T4,CompanySponsored,C1000,ProductDev,Association,0,N,5000,0
27066,T4,Independent,C1000,ProductDev,Trust,0,N,5000,1
27067,T19,CompanySponsored,C1000,ProductDev,Association,0,N,5000,0
27068,T4,CompanySponsored,C1000,ProductDev,Association,0,N,5000,0
27069,T6,Independent,C3000,ProductDev,Trust,0,N,5000,0
27070,T19,CompanySponsored,C1000,ProductDev,Association,0,N,5000,0
27071,T3,Independent,C1000,Preservation,Trust,25000-99999,N,76899,1
27072,T19,CompanySponsored,C1000,ProductDev,Association,0,N,5000,0
27073,T3,Independent,C1200,Preservation,Trust,100000-499999,N,387201,1
27074,T3,Independent,C1200,Preservation,Trust,0,N,5000,1
27075,T3,Independent,C1200,Preservation,Association,0,N,5000,1
27076,T3,Independent,C1000,Preservation,Trust,100000-499999,N,90951,0
27077,T6,Independent,C2000,ProductDev,Trust,0,N,5000,0
27078,T19,CompanySponsored,C1000,ProductDev,Association,0,N,5000,0
27079,T3,Independent,C2000,Preservation,Trust,0,N,5000,1
27080,T19,CompanySponsored,C1000,ProductDev,Association,0,N,5000,0
27081,T19,CompanySponsored,C1000,ProductDev,Association,0,N,5000,0
27082,T19,CompanySponsored,C1000,ProductDev,Association,0,N,5000,0
27083,T3,Independent,C1000,Preservation,Trust,100000-499999,N,5000,1
27084,T19,CompanySponsored,C1000,ProductDev,Association,0,N,5000,0
27085,T19,Independent,C1000,ProductDev,Association,0,N,5000,0
27086,T3,Independent,C2000,Preservation,Trust,0,N,5000,0
27087,T4,CompanySponsored,C1000,ProductDev,Association,0,N,5000,0
27088,T3,Independent,C1400,Preservation,Trust,100000-499999,N,119033,1
27089,T5,Independent,C1000,ProductDev,Co-operative,1M-5M,N,1034841,1
27090,T3,Independent,C2000,Preservation,Trust,0,N,5000,1
27091,T3,Independent,C2000,Preservation,Trust,0,N,5000,1
27092,T3,Independent,C2000,Preservation,Trust,0,N,5000,1
27093,T3,CompanySponsored,C1200,Preservation,Association,0,N,5000,0
27094,T3,Independent,C1000,Preservation,Association,0,N,5000,0
27095,T19,CompanySponsored,C1000,ProductDev,Association,0,N,5000,0
27096,T3,Independent,C1000,Preservation,Trust,0,N,5000,1
27097,T3,Independent,C1000,Preservation,Trust,0,N,5000,1
27098,T19,CompanySponsored,C1000,ProductDev,Association,0,N,5000,0
27099,T3,Independent,C7000,Preservation,Trust,0,N,5000,1
27100,T3,Independent,C1000,Preservation,Trust,1-9999,N,5000,1
27101,T4,Independent,C1000,ProductDev,Association,0,N,5000,1
27102,T19,CompanySponsored,C1000,ProductDev,Association,0,N,5000,0
27103,T3,Independent,C1000,Preservation,Trust,25000-99999,N,2224042,1
27104,T4,CompanySponsored,C3000,ProductDev,Association,0,N,5000,0
27105,T3,Independent,C1000,Preservation,Trust,0,N,5000,1
27106,T3,Independent,C1000,Preservation,Trust,100000-499999,N,81944,1
27107,T3,Independent,C1000,Preservation,Trust,10000-24999,N,34742,1
27108,T3,CompanySponsored,C2000,Preservation,Trust,0,N,5000,0
27109,T3,Independent,C2100,Preservation,Trust,1-9999,N,5000,1
27110,T19,CompanySponsored,C1000,ProductDev,Association,0,N,5000,0
27111,T19,CompanySponsored,C1000,ProductDev,Association,0,N,5000,0
27112,T3,Independent,C1000,Preservation,Trust,0,N,5000,1
27113,T19,CompanySponsored,C1000,ProductDev,Association,0,N,5000,0
27114,T19,CompanySponsored,C1000,ProductDev,Association,0,N,5000,0
27115,T3,Independent,C1200,Preservation,Trust,0,N,5000,0
27116,T3,Independent,C1200,Preservation,Trust,0,N,5000,0
27117,T3,CompanySponsored,C2000,Preservation,Association,0,N,5000,0
27118,T7,Independent,C1000,ProductDev,Association,0,N,5000,0
27119,T3,CompanySponsored,C1000,Preservation,Trust,0,N,5000,0
27120,T3,Independent,C7000,Preservation,Trust,100000-499999,N,691841,1
27121,T4,CompanySponsored,C3000,Preservation,Association,0,N,5000,1
27122,T3,Independent,C1000,Preservation,Trust,0,N,5000,0
27123,T3,Independent,C1000,Preservation,Trust,25000-99999,N,13927,1
27124,T3,CompanySponsored,C2100,Preservation,Trust,0,N,5000,0
27125,T19,CompanySponsored,C1000,ProductDev,Association,0,N,5000,0
27126,T4,Independent,C1000,ProductDev,Trust,0,N,5000,1
27127,T19,CompanySponsored,C1000,ProductDev,Association,0,N,5000,0
27128,T6,CompanySponsored,C2000,ProductDev,Association,0,N,5000,0
27129,T3,CompanySponsored,C2000,Preservation,Trust,0,N,5000,0
27130,T3,Independent,C1000,Preservation,Association,0,N,5000,1
27131,T19,CompanySponsored,C1000,ProductDev,Association,0,N,5000,0
27132,T3,CompanySponsored,C1000,Preservation,Trust,0,N,5000,0
27133,T3,Independent,C2700,Preservation,Trust,25000-99999,N,5000,1
27134,T3,Independent,C1000,Preservation,Trust,0,N,5000,0
27135,T3,CompanySponsored,C2000,Preservation,Trust,0,N,5000,0
27136,T3,CompanySponsored,C2000,Preservation,Trust,0,N,5000,0
27137,T3,Independent,C1000,Preservation,Trust,0,N,5000,1
27138,T8,CompanySponsored,C1000,Preservation,Association,0,N,5000,1
27139,T19,CompanySponsored,C1000,ProductDev,Association,0,N,5000,0
27140,T19,CompanySponsored,C1000,ProductDev,Association,0,N,5000,0
27141,T19,CompanySponsored,C1000,ProductDev,Association,0,N,5000,0
27142,T3,CompanySponsored,C1200,Preservation,Trust,0,N,5000,0
27143,T3,Independent,C2100,Preservation,Trust,0,N,5000,1
27144,T3,Independent,C1000,Preservation,Trust,100000-499999,N,39168,1
27145,T19,CompanySponsored,C1000,Preservation,Association,0,N,5000,0
27146,T3,Independent,C1200,Preservation,Trust,0,N,5000,1
27147,T3,Independent,C1400,Preservation,Trust,0,N,5000,1
27148,T3,CompanySponsored,C7000,Preservation,Trust,25000-99999,N,28927,1
27149,T3,Independent,C1000,Preservation,Trust,0,N,5000,1
27150,T3,Independent,C1000,Preservation,Trust,0,N,5000,1
27151,T19,CompanySponsored,C1000,ProductDev,Association,0,N,5000,0
27152,T19,CompanySponsored,C1000,ProductDev,Association,0,N,5000,0
27153,T3,Independent,C1000,Preservation,Trust,0,N,5000,1
27154,T3,CompanySponsored,C1000,CommunityServ,Trust,0,N,5000,1
27155,T19,CompanySponsored,C1000,ProductDev,Association,0,N,5000,0
27156,T3,Independent,C1000,Preservation,Trust,0,N,5000,0
27157,T3,CompanySponsored,C1000,Preservation,Association,0,N,5000,0
27158,T3,Independent,C1000,Preservation,Association,25000-99999,N,36827,0
27159,T3,CompanySponsored,C2100,Preservation,Trust,0,N,5000,0
27160,T4,CompanySponsored,C1000,ProductDev,Association,0,N,5000,0
27161,T3,Independent,C1000,Preservation,Trust,0,N,5000,1
27162,T3,Independent,C1000,Preservation,Trust,0,N,5000,1
27163,T3,Independent,C1000,Preservation,Association,0,N,5000,1
27164,T3,Independent,C7000,Preservation,Trust,0,N,5000,1
27165,T3,Independent,C1000,Preservation,Trust,0,N,5000,0
27166,T3,Independent,C2000,Preservation,Trust,1-9999,N,5000,1
27167,T3,Independent,C1000,Preservation,Trust,10000-24999,N,7915,1
27168,T25,Independent,C1000,ProductDev,Trust,100000-499999,N,5170472,1
27169,T3,Independent,C1000,Preservation,Trust,0,N,5000,1
27170,T3,Independent,C1000,Preservation,Trust,0,N,5000,1
27171,T8,Independent,C1000,ProductDev,Association,0,N,5000,1
27172,T4,Independent,C1000,ProductDev,Association,0,N,5000,1
27173,T3,Independent,C1200,Preservation,Trust,0,N,5000,1
27174,T3,Independent,C1000,Preservation,Trust,0,N,5000,1
27175,T3,Independent,C1200,Preservation,Trust,0,N,5000,1
27176,T7,Independent,C1000,ProductDev,Trust,0,N,5000,1
